"id";"game_image";"appid";"game_name";"release_date";"developer";"publisher";"genre";"price"
240;"";9480;"Saints Row 2";"2009-01-07";"Volition";"Deep Silver";"[1]";9.99
241;"";9500;"Gish";"2007-07-20";"Cryptic Sea";"Chronic Logic";"[2]";5.99
242;"";9710;"Desperados 2: Cooper's Revenge";"2008-03-12";"Spellbound";"THQ Nordic";"[1]";6.99
243;"";9760;"Act of War: High Treason";"2008-03-12";"Eugen Systems";"THQ Nordic";"[1]";1.99
244;"";9800;"Death to Spies";"2008-03-12";"Haggard Games";"1C Entertainment";"[1, 9]";3.99
245;"";9850;"Codename: Panzers - Cold War";"2009-05-06";"InnoGlow;Stormregion;THQ Nordic";"THQ Nordic";"[7, 3]";13.99
246;"";9880;"Champions Online";"2011-06-14";"Cryptic Studios";"Perfect World Entertainment";"[12, 4]";0.0
247;"";9900;"Star Trek Online";"2012-01-31";"Cryptic Studios";"Perfect World Entertainment";"[12, 4]";0.0
248;"";9940;"Blade Kitten";"2014-05-22";"Krome Studios";"Krome Studios";"[1, 9]";1.99
249;"";9960;"Haunted House™";"2010-09-28";"ImagineEngline";"Atari";"[9]";4.79
250;"";9970;"Star Raiders";"2011-05-11";"Incinerator Studios";"Atari";"[1]";6.99
251;"";9980;"The UnderGarden";"2010-11-10";"Artech Studios";"Retroism";"[6]";4.99
252;"";10090;"Call of Duty: World at War";"2008-11-18";"Treyarch";"Activision";"[1]";19.99
253;"";10100;"King's Quest™ Collection";"2009-07-23";"Sierra";"Activision";"[9]";14.99
254;"";10110;"Space Quest™ Collection";"2009-07-23";"Sierra";"Activision";"[9]";9.99
255;"";10120;"Aces of the Galaxy™";"2009-07-23";"Artech Studios";"Activision";"[1, 6]";6.99
256;"";10130;"TimeShift™";"2009-07-23";"Saber Interactive";"Activision";"[1]";9.99
257;"";10140;"3D Ultra™ Minigolf Adventures";"2009-07-23";"Wanako Games";"Activision";"[13]";6.99
258;"";10150;"Prototype™";"2009-06-12";"Radical Entertainment";"Activision";"[1, 9]";14.99
259;"";10180;"Call of Duty®: Modern Warfare® 2";"2009-11-11";"Infinity Ward;Aspyr (Mac)";"Activision;Aspyr (Mac)";"[1]";19.99
260;"";10220;"Postal III";"2012-02-17";"Trashmasters";"Akella";"[1]";8.99
261;"";10230;"Dead Mountaineer's Hotel";"2011-10-28";"Electronic Paradise";"Akella";"[9]";5.59
262;"";10240;"A Stroke of Fate: Operation Valkyrie";"2011-10-28";"SPLine";"Akella";"[9]";4.99
263;"";10250;"PT Boats: Knights of the Sea";"2011-10-28";"Studio4";"Akella";"[7]";4.99
264;"";10260;"PT Boats: South Gambit";"2011-10-28";"studio4";"Akella";"[7]";4.99
265;"";10270;"Disciples III: Reincarnation";"2014-02-14";"Akella";"Kalypso Media Digital";"[4, 3]";9.99
266;"";10460;"The Club™";"2008-02-20";"Bizarre Creations";"SEGA";"[1]";9.99
267;"";10500;"Total War: EMPIRE – Definitive Edition";"2009-03-04";"CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux)";"SEGA;Feral Interactive (Mac);Feral Interactive (Linux)";"[3]";19.99
268;"";10680;"Aliens vs. Predator™";"2010-02-16";"Rebellion";"SEGA";"[1]";9.99
269;"";11020;"TrackMania Nations Forever";"2008-04-16";"Nadeo";"Ubisoft";"[8]";0.0
270;"";11040;"Sherlock Holmes - Nemesis";"2008-08-07";"Frogwares";"Frogwares";"[9, 4]";6.99
271;"";11050;"Dracula Origin";"2008-08-07";"Frogwares";"Frogwares";"[9]";6.99
272;"";11130;"Sherlock Holmes: The Mystery of the Mummy";"2009-08-06";"Frogwares";"Frogwares";"[9]";0.0
273;"";11140;"Sherlock Holmes: The Awakened - Remastered Edition";"2009-08-06";"Frogwares";"Frogwares";"[9]";6.99
274;"";11150;"Sherlock Holmes: The Silver Earring";"2009-08-06";"Frogwares";"Frogwares";"[9]";6.99
275;"";11190;"Sherlock Holmes versus Jack the Ripper";"2009-12-23";"Frogwares";"Frogwares";"[9, 4]";6.99
276;"";11200;"Shadowgrounds Survivor";"2007-11-14";"Frozenbyte";"Frozenbyte";"[1]";6.99
277;"";11230;"Gumboy Tournament";"2008-05-19";"CINEMAX, s.r.o.";"CINEMAX, s.r.o.";"[6, 8]";1.79
278;"";11240;"Space Trader: Merchant Marine";"2008-10-23";"Meridian4";"Meridian4";"[1, 3]";3.99
279;"";11250;"Pacific Storm";"2008-06-24";"Buka Entertainment;Lesta Studio";"Buka Entertainment";"[7, 3]";5.59
280;"";11260;"Pacific Storm Allies";"2008-08-18";"Lesta Studio";"Buka Entertainment";"[7, 3]";5.59
281;"";11280;"Penguins Arena: Sedna's World";"2008-12-18";"Frogames";"Frogames";"[1, 2]";4.79
282;"";11330;"Obulis";"2009-03-19";"IonFX";"Meridian4";"[6, 2]";3.99
283;"";11340;"Larva Mortus";"2009-03-19";"Meridian4";"Meridian4";"[1, 2]";3.99
284;"";11360;"Chains";"2009-07-01";"2DEngine.com";"Meridian4";"[2]";3.99
285;"";11450;"Overlord™";"2009-11-12";"Triumph Studios;Virtual Programming";"Codemasters";"[4]";3.49
286;"";11480;"Soldiers: Heroes of World War II";"2014-07-03";"Best Way";"1C Entertainment";"[3]";3.99
287;"";11560;"Maelstrom: The Battle for Earth Begins";"2009-02-13";"KDV Games";"Codemasters";"[3]";3.49
288;"";11590;"Hospital Tycoon";"2009-02-13";"Deep Red Limited";"Codemasters";"[7]";3.49
289;"";12100;"Grand Theft Auto III";"2008-01-04";"Rockstar Games";"Rockstar Games";"[1]";5.99
290;"";12110;"Grand Theft Auto: Vice City";"2011-01-10";"Rockstar Games";"Rockstar Games";"[1]";5.99
291;"";12120;"Grand Theft Auto: San Andreas";"2008-01-04";"Rockstar Games";"Rockstar Games";"[1]";9.99
292;"";12130;"Manhunt";"2008-01-04";"Rockstar North";"Rockstar Games";"[1]";5.99
293;"";12140;"Max Payne";"2008-01-04";"Remedy Entertainment";"Rockstar Games";"[1]";5.99
294;"";12150;"Max Payne 2: The Fall of Max Payne";"2008-01-04";"Remedy Entertainment";"Rockstar Games";"[1]";5.99
295;"";12170;"Grand Theft Auto";"2008-01-04";"Rockstar North";"Rockstar Games";"[1]";0.0
296;"";12180;"Grand Theft Auto 2";"2008-01-04";"Rockstar North";"Rockstar Games";"[1]";0.0
297;"";12200;"Bully: Scholarship Edition";"2008-10-21";"Rockstar New England";"Rockstar Games";"[1, 9]";9.99
298;"";12210;"Grand Theft Auto IV";"2008-12-02";"Rockstar North;Rockstar Toronto";"Rockstar Games";"[1, 9]";19.99
299;"";12220;"Grand Theft Auto: Episodes from Liberty City";"2010-04-12";"Rockstar North / Toronto";"Rockstar Games";"[1]";14.99
300;"";12310;"Culpa Innata";"2008-01-18";"Momentum Digital Media Technologies";"Strategy First";"[4, 9]";6.99
301;"";12320;"Sacred Gold";"2008-07-09";"Ascaron Entertainment ltd.";"Strategy First";"[1, 4]";6.99
302;"";12330;"Darkstar One";"2008-02-13";"Ascaron Entertainment ltd.";"Strategy First";"[1]";6.99
303;"";12340;"Jack Keane";"2008-06-27";"Deck13";"Deck13";"[9]";6.99
304;"";12360;"FlatOut: Ultimate Carnage";"2008-08-26";"Bugbear Entertainment";"Strategy First";"[8]";16.99
305;"";12390;"Exodus from the Earth ";"2008-10-24";"Parallax Arts Studio";"Strategy First";"[1]";10.99
306;"";12420;"Perimeter 2: New Earth";"2009-02-10";"KDV Games";"Strategy First";"[3]";10.99
307;"";12430;"SlamIt Pinball Big Score";"2009-02-23";"Technetium Games";"Kalypso Media Digital";"[6]";3.99
308;"";12440;"Ankh 2: Heart of Osiris ";"2009-06-16";"Deck 13";"Strategy First";"[9]";10.99
309;"";12450;"Ankh 3: Battle of the Gods";"2009-06-16";"Deck 13";"Strategy First";"[9]";10.99
310;"";12460;"BC Kings";"2009-06-16";"Mascot Entertainment";"Strategy First";"[3]";3.99
311;"";12470;"Port Royale 2";"2009-06-16";"Ascaron Entertainment ltd.";"Strategy First";"[3]";2.99
312;"";12480;"9th Company: Roots Of Terror";"2009-12-03";"Noviy Disk;Lesta Studios Inc";"Strategy First";"[3]";6.99
313;"";12500;"PuzzleQuest: Challenge of the Warlords";"2008-01-29";"Infinite Interactive";"D3Publisher of America, Inc.";"[6]";6.99
314;"";12510;"Prison Tycoon 3™: Lockdown";"2008-01-29";"Gamebryo;Virtual Playground";"ValuSoft;Retroism";"[3]";6.99
315;"";12520;"18 Wheels of Steel: American Long Haul";"2008-01-29";"SCS Software";"ValuSoft;Play Hard Games";"[8]";6.99
316;"";12530;"Hunting Unlimited™ 2008";"2008-01-29";"SCS Software";"ValuSoft;Retroism";"[1, 3]";4.99
317;"";12540;"Mahjongg Investigations: Under Suspicion";"2008-07-29";"Zemnott";"ValuSoft;Retroism";"[6]";5.99
318;"";12560;"Ride! Carnival Tycoon";"2008-07-29";"Gabriel Entertainment";"ValuSoft;Retroism";"[7]";4.99
319;"";12590;"Sprint Cars Road to Knoxville";"2008-07-29";"BigAnt Studios";"ValuSoft;Retroism";"[8]";4.99
320;"";12600;"Midnight Outlaw: 6 Hours to SunUp";"2008-07-29";"Merscom;Babylon";"ValuSoft;Retroism";"[8]";4.99
321;"";12640;"Drakensang";"2009-03-09";"Radon Labs";"DTP Entertainment";"[4]";6.99
322;"";12670;"Mission Runway";"2009-07-17";"Virtual Playground";"ValuSoft;Retroism";"[7]";4.99
323;"";12710;"Overlord™: Raising Hell";"2009-11-12";"Triumph Studios;Virtual Programming";"Codemasters";"[4]";6.99
324;"";12770;"Rise of the Argonauts";"2009-01-07";"Liquid Entertainment";"Codemasters";"[4]";4.99
325;"";12790;"Damnation";"2009-05-22";"Blue Omega Entertainment";"Codemasters";"[1, 9]";6.99
326;"";12810;"Overlord II";"2009-06-24";"Triumph Studios;Virtual Programming";"Codemasters";"[4]";6.99
327;"";12830;"Operation Flashpoint: Dragon Rising";"2009-10-08";"Codemasters Studios";"Codemasters";"[1]";6.99
328;"";13000;"Ninja Reflex: Steamworks Edition";"2008-03-21";"Sanzaru Games";"Nunchuck Games";"[6, 2]";3.99
329;"";13140;"America's Army 3";"2009-06-17";"U.S. Army";"U.S. Army";"[1]";0.0
330;"";13200;"Unreal 2: The Awakening";"2008-03-17";"Epic Games, Inc.";"Epic Games, Inc.";"[1]";8.99
331;"";13210;"Unreal Tournament 3 Black";"2009-03-05";"Epic Games, Inc.";"Epic Games, Inc.";"[1]";13.99
332;"";13230;"Unreal Tournament 2004: Editor's Choice Edition";"2004-03-17";"Epic Games, Inc.";"Epic Games, Inc.";"[1]";8.99
333;"";13240;"Unreal Tournament: Game of the Year Edition";"2008-03-17";"Epic Games, Inc.";"Epic Games, Inc.";"[1]";5.99
334;"";13250;"Unreal Gold";"2008-03-17";"Epic Games, Inc.";"Epic Games, Inc.";"[1]";5.99
335;"";13500;"Prince of Persia: Warrior Within™";"2009-08-27";"Ubisoft";"Ubisoft";"[1, 9]";8.59
336;"";13520;"Far Cry®";"2008-04-01";"Crytek Studios";"Ubisoft";"[1]";8.59
337;"";13530;"Prince of Persia: The Two Thrones™";"2009-08-27";"Ubisoft Montreal";"Ubisoft";"[1, 9]";8.59
338;"";13540;"Tom Clancy's Rainbow Six® Vegas";"2008-04-09";"Ubisoft Montreal";"Ubisoft";"[1]";8.59
339;"";13560;"Tom Clancy's Splinter Cell®";"2008-04-01";"Ubisoft";"Ubisoft";"[1]";4.29
340;"";13570;"Tom Clancy's Splinter Cell Chaos Theory®";"2009-08-27";"Ubisoft Montreal";"Ubisoft";"[1]";8.59
341;"";13580;"Tom Clancy's Splinter Cell Double Agent®";"2009-02-13";"Ubisoft Montreal";"Ubisoft";"[1]";8.59
342;"";13600;"Prince of Persia®: The Sands of Time";"2009-08-27";"Kudosoft";"Ubisoft";"[1, 9]";8.59
343;"";13620;"Tom Clancy's Ghost Recon® Desert Siege™";"2008-07-15";"Red Storm Entertainment";"Ubisoft";"[1]";4.29
344;"";15000;"Tom Clancy's Rainbow Six Lockdown™";"2009-08-27";"Red Storm Entertainment";"Ubisoft";"[1]";4.29
345;"";15080;"Rayman Raving Rabbids™";"2008-06-13";"Ubisoft Bulgaria;Ubisoft Montpellier";"Ubisoft";"[1, 9]";4.29
346;"";15100;"Assassin's Creed™: Director's Cut Edition";"2008-04-09";"Ubisoft Montreal";"Ubisoft";"[1, 9]";8.59
347;"";15120;"Tom Clancy's Rainbow Six® Vegas 2";"2008-04-16";"Ubisoft Montreal";"Ubisoft";"[1]";8.59
348;"";15130;"Beyond Good and Evil™";"2008-05-13";"Ubisoft";"Ubisoft";"[1, 9]";4.29
349;"";15160;"Petz® Horsez® 2";"2009-08-27";"Ubisoft";"Ubisoft";"[7]";4.29
350;"";15170;"Heroes of Might & Magic V";"2008-05-13";"Nival";"Ubisoft";"[3]";8.59
351;"";15190;"Brothers in Arms: Road to Hill 30™";"2008-05-13";"Gearbox Software";"Ubisoft";"[1]";4.29
352;"";15200;"Silent Hunter®: Wolves of the Pacific";"2009-08-27";"Ubisoft Romania";"Ubisoft";"[7]";8.59
353;"";15210;"Silent Hunter® III";"2008-06-13";"Ubisoft";"Ubisoft";"[7]";4.29
354;"";15240;"Silent Hunter®: Wolves of the Pacific U-Boat Missions";"2009-08-27";"Ubisoft Romania";"Ubisoft";"[7]";4.29
355;"";15270;"Cold Fear™";"2008-05-13";"Darkworks";"Ubisoft";"[1]";4.29
356;"";15300;"Tom Clancy's Ghost Recon®";"2008-07-15";"Red Storm Entertainment";"Ubisoft";"[1]";8.59
357;"";15320;"IL-2 Sturmovik: 1946";"2008-06-13";"1C: Maddox Games";"1C Entertainment";"[7]";8.69
358;"";15370;"Heroes of Might & Magic V: Tribes of the East";"2008-10-10";"Nival";"Ubisoft";"[3]";8.59
359;"";15380;"Heroes of Might & Magic V: Hammers of Fate";"2008-10-10";"Nival";"Ubisoft";"[3]";8.59
360;"";15390;"Brothers in Arms: Hell's Highway™";"2008-10-08";"Gearbox Software";"Ubisoft";"[1]";8.59
361;"";15400;"Harvest: Massive Encounter";"2009-01-23";"Oxeye Game Studio";"Oxeye Game Studio";"[3, 2]";5.79
362;"";15500;"The Wonderful End of the World";"2008-07-17";"Dejobaan Games, LLC";"Dejobaan Games, LLC";"[2, 6]";6.99
363;"";15520;"AaAaAA!!! - A Reckless Disregard for Gravity";"2009-09-03";"Dejobaan Games, LLC";"Dejobaan Games, LLC";"[1, 13]";6.99
364;"";15560;"AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome";"2011-11-23";"Dejobaan Games, LLC;Owlchemy Labs";"Dejobaan Games, LLC";"[1, 13]";6.99
365;"";15620;"Warhammer 40,000: Dawn of War II";"2009-02-18";"Relic Entertainment;Feral Interactive (Mac/Linux)";"SEGA;Feral Interactive (Mac/Linux)";"[3]";14.99
366;"";15700;"Oddworld: Abe's Oddysee®";"2008-08-28";"Oddworld Inhabitants";"Oddworld Inhabitants";"[9]";1.99
367;"";15710;"Oddworld: Abe's Exoddus®";"2008-08-28";"Oddworld Inhabitants";"Oddworld Inhabitants";"[9]";1.99
368;"";15740;"Oddworld: Munch's Oddysee";"2010-12-20";"Oddworld Inhabitants";"Oddworld Inhabitants";"[1, 3]";3.99
369;"";15750;"Oddworld: Stranger's Wrath HD";"2010-12-20";"Oddworld Inhabitants";"Oddworld Inhabitants";"[1, 3]";6.99
370;"";15800;"Planet Busters";"2008-06-30";"Slam";"Slam";"[2, 6]";5.99
371;"";15900;"7 Wonders II";"2008-06-10";"MumboJumbo";"MumboJumbo";"[6]";6.99
372;"";15910;"Luxor Amun Rising";"2008-06-10";"MumboJumbo";"MumboJumbo";"[6]";5.99
373;"";15920;"Luxor 2";"2008-06-10";"MumboJumbo";"MumboJumbo";"[6]";5.99
374;"";15930;"Luxor 3";"2008-06-10";"MumboJumbo";"MumboJumbo";"[6]";5.99
375;"";15960;"Little Farm";"2008-06-10";"MumboJumbo";"MumboJumbo";"[6]";5.99
376;"";15970;"Luxor";"2008-06-10";"MumboJumbo";"MumboJumbo";"[6]";5.99
377;"";16000;"Discovery! A Seek and Find Adventure";"2008-07-29";"MumboJumbo";"MumboJumbo";"[6]";6.99
378;"";16020;"Samantha Swift and the Hidden Roses of Athena";"2008-10-31";"MumboJumbo";"MumboJumbo";"[6]";5.99
379;"";16030;"7 Wonders: Treasures of Seven";"2008-11-14";"MumboJumbo";"MumboJumbo";"[6]";6.99
380;"";16040;"Luxor: Quest for the Afterlife ";"2008-12-15";"MumboJumbo";"MumboJumbo";"[6]";5.99
381;"";16060;"Samantha Swift and the Golden Touch";"2009-04-29";"MumboJumbo";"MumboJumbo";"[6]";5.99
382;"";16100;"Virtual Villagers: A New Home";"2008-05-12";"Last Day of Work";"Last Day of Work";"[6, 7]";5.99
383;"";16110;"Virtual Villagers: The Lost Children";"2008-05-12";"Last Day of Work";"Last Day of Work";"[6, 7]";5.99
384;"";16120;"Plant Tycoon";"2008-05-12";"Last Day of Work";"Last Day of Work";"[6, 7]";5.99
385;"";16130;"Fish Tycoon";"2008-05-12";"Last Day of Work";"Last Day of Work";"[6, 7]";5.99
386;"";16180;"Virtual Villagers - The Secret City";"2008-05-28";"Last Day of Work";"Last Day of Work";"[6, 7]";5.99
387;"";16200;"Virtual Families";"2009-05-06";"Last Day of Work";"Last Day of Work";"[6, 7]";7.49
388;"";16450;"F.E.A.R. 2: Project Origin";"2009-02-12";"Monolith";"Warner Bros. Interactive Entertainment";"[1]";9.99
389;"";16500;"Chaos Theory";"2008-05-22";"blurredVision";"blurredVision";"[6, 2]";1.99
390;"";16600;"Trials 2: Second Edition";"2008-05-28";"Redlynx";"RedLynx Ltd.";"[2, 13]";5.99
391;"";16620;"Monster Trucks Nitro ";"2009-01-29";"Redlynx Ltd";"Miniclip.com";"[2, 13]";16.99
392;"";16710;"Insecticide Part 1";"2008-07-01";"Crackpot Entertainment";"Missing Link Games";"[1, 9]";0.79
393;"";16720;"Velvet Assassin";"2009-05-01";"Replay Studios";"Missing Link Games";"[1]";1.69
394;"";16730;"Legendary";"2008-12-01";"Spark Unlimited";"SouthPeak Games";"[1]";1.69
395;"";16810;"Sid Meier's Civilization IV: Colonization";"2008-09-23";"Firaxis Games";"2K";"[3]";9.99
396;"";16900;"GROUND BRANCH";"2018-08-14";"BlackFoot Studios";"BlackFoot Studios";"[1, 23]";15.49
397;"";17080;"Tribes: Ascend";"2012-06-27";"Hi-Rez Studios";"Hi-Rez Studios";"[1, 12]";0.0
398;"";17100;"Children of the Nile: Enhanced Edition";"2008-07-08";"Tilted Mill Entertainment, Inc.";"Tilted Mill Entertainment, Inc.";"[3, 7]";5.99
399;"";17120;"Children of the Nile: Alexandria";"2008-09-22";"Tilted Mill Entertainment, Inc.";"Tilted Mill Entertainment, Inc.";"[3, 7]";1.49
400;"";17140;"Hinterland";"2008-09-30";"Tilted Mill Entertainment, Inc.";"Tilted Mill Entertainment, Inc.";"[4, 3]";6.99
401;"";17180;"Mosby's Confederacy";"2008-11-19";"Tilted Mill Entertainment, Inc.";"Tilted Mill Entertainment, Inc.";"[3]";6.99
402;"";17300;"Crysis";"2008-09-17";"Crytek";"Electronic Arts";"[1]";9.99
403;"";17330;"Crysis Warhead®";"2008-09-17";"Crytek";"Electronic Arts";"[1]";7.99
404;"";17390;"SPORE™";"2008-12-19";"Maxis™";"Electronic Arts";"[7]";14.99
405;"";17410;"Mirror's Edge™";"2009-01-14";"DICE";"Electronic Arts";"[1, 9]";9.99
406;"";17430;"Need for Speed Undercover";"2008-12-19";"EA Black Box";"Electronic Arts";"[1, 8]";9.99
407;"";17440;"SPORE™ Creepy & Cute Parts Pack";"2008-12-19";"Maxis™";"Electronic Arts";"[7]";9.99
408;"";17450;"Dragon Age: Origins";"2009-11-05";"BioWare";"Electronic Arts";"[4]";14.99
409;"";17460;"Mass Effect";"2008-12-19";"BioWare";"Electronic Arts";"[1, 4]";7.99
410;"";17470;"Dead Space";"2009-01-09";"EA Redwood Shores";"Electronic Arts";"[1]";14.99
411;"";17480;"Command & Conquer: Red Alert 3";"2009-01-08";"EA Los Angeles";"Electronic Arts";"[3]";9.99
412;"";17500;"Zombie Panic! Source";"2008-10-03";"Zombie Panic Team";"Zombie Panic Team";"[1, 2]";0.0
413;"";17570;"Pirates, Vikings, and Knights II";"2010-02-12";"Octoshark Studios";"Octoshark Studios";"[1, 2]";0.0
414;"";17710;"Nuclear Dawn";"2011-09-26";"GameConnect;InterWave Studios";"Iceberg Interactive";"[1, 3]";6.99
415;"";17740;"Empires Mod";"2008-07-28";"Empires";"Empires";"[1, 3]";0.0
416;"";18000;"Precipice of Darkness, Episode One";"2008-05-21";"Hothead Games";"Hothead Games";"[9, 4]";5.99
417;"";18020;"Precipice of Darkness, Episode Two";"2008-11-07";"Hothead Games";"Hothead Games";"[9, 4]";5.99
418;"";18040;"DeathSpank";"2010-10-25";"Hothead Games";"Electronic Arts";"[1, 4]";7.99
419;"";18050;"DeathSpank: Thongs of Virtue";"2010-11-30";"Hothead Games";"Electronic Arts";"[1, 2]";7.99
420;"";18070;"The Baconing";"2011-08-31";"Hothead Games";"Hothead Games";"[1, 4]";9.99
421;"";18120;"Unstoppable Gorg";"2012-01-19";"Futuremark";"Futuremark";"[1, 3]";6.99
422;"";18300;"Spectraball";"2008-10-20";"Shorebound Studios";"Shorebound Studios";"[6, 2]";3.99
423;"";18400;"Crazy Machines 2";"2008-06-20";"Fakt Software";"Viva Media";"[6, 3]";7.19
424;"";18420;"Crazy Machines";"2008-12-12";"Fakt Software";"Viva Media";"[6, 3]";6.99
425;"";18470;"Helldorado";"2009-04-30";"Spellbound";"Black Forest Games;THQ Nordic";"[3]";6.99
426;"";18480;"Mata Hari";"2009-07-29";"4Head Studios";"Viva Media";"[9]";3.99
427;"";18500;"Defense Grid: The Awakening";"2008-12-08";"Hidden Path Entertainment";"Hidden Path Entertainment";"[2, 3]";6.99
428;"";18600;"Mayhem Intergalactic";"2009-01-22";"Inventive Dingo";"Inventive Dingo";"[2, 3]";6.99
429;"";18700;"And Yet It Moves";"2009-04-02";"Broken Rules";"Broken Rules";"[1, 2]";6.99
430;"";18820;"Zero Gear";"2010-01-12";"Brian Cronin";"Brian Cronin";"[1, 13]";3.99
431;"";19000;"Silent Hill Homecoming";"2009-03-02";"Double Helix Games";"Konami Digital Entertainment, Inc.;Konami Digital Entertainement GmbH";"[9]";17.99
432;"";19020;"Puzzle Chronicles";"2010-06-25";"Infinite Interactive";"Konami Digital Entertainment, Inc.;Konami Digital Entertainment GmbH";"[6, 4]";7.99
433;"";19030;"Rocket Knight";"2010-06-25";"Climax Studios";"Konami Digital Entertainment, Inc.;Konami Digital Entertainment GmbH";"[1, 9]";11.99
434;"";19080;"Biozone";"2010-06-25";"G5 Entertainment";"Konami Digital Entertainment, Inc.;Konami Digital Entertainment GmbH";"[1, 6]";7.99
435;"";19200;"Tank Universal";"2008-08-21";"Dialogue Design";"Meridian4";"[1, 2]";3.99
436;"";19320;"Space Ark";"2012-03-16";"Strawdog Studios Ltd";"Bounce Entertainment ";"[1, 6]";3.99
437;"";19500;"Eternity's Child";"2008-07-31";"Luc Bernard;SilverSphereStudios";"Silver Sphere Studios";"[9, 2]";2.99
438;"";19800;"Brothers in Arms: Earned in Blood™";"2008-10-10";"Gearbox Software";"Ubisoft";"[1]";4.29
439;"";19830;"Tom Clancy's Rainbow Six® 3 Gold";"2008-09-25";"Red Storm Entertainment;Ubisoft Montreal";"Ubisoft";"[1]";4.29
440;"";19900;"Far Cry® 2: Fortune's Edition";"2008-10-22";"Ubisoft Montreal";"Ubisoft";"[1]";8.59
441;"";19980;"Prince of Persia®";"2008-12-10";"Ubisoft Montreal";"Ubisoft";"[1, 9]";8.59
442;"";20200;"Galactic Bowling";"2008-10-21";"Perpetual FX Creative";"Perpetual FX Creative";"[2, 13]";13.99
443;"";20510;"S.T.A.L.K.E.R.: Clear Sky";"2008-09-15";"GSC Game World";"GSC World Publishing";"[1, 4]";7.99
444;"";20530;"Red Faction";"2009-08-05";"Volition, Inc.";"THQ Nordic";"[1]";4.99
445;"";20540;"Company of Heroes: Tales of Valor";"2009-04-08";"Relic Entertainment";"SEGA";"[3]";9.99
446;"";20550;"Red Faction II";"2009-08-06";"Volition, Inc.";"THQ Nordic";"[1, 3]";4.99
447;"";20570;"Warhammer® 40,000: Dawn of War® II Chaos Rising";"2010-03-11";"Relic Entertainment;Feral Interactive (Mac/Linux)";"SEGA;Feral Interactive (Mac/Linux)";"[3]";14.99
448;"";20700;"Starscape";"2008-11-03";"Moonpod";"Moonpod";"[1, 3]";5.99
449;"";20710;"Mr. Robot";"2008-11-03";"Moonpod";"Moonpod";"[1, 3]";5.99
450;"";20820;"Shatter";"2010-03-15";"Sidhe";"PikPok";"[1, 2]";6.99
451;"";20900;"The Witcher: Enhanced Edition Director's Cut";"2008-09-16";"CD PROJEKT RED";"CD PROJEKT RED;1C-SoftClub";"[1, 4]";6.99
452;"";20920;"The Witcher 2: Assassins of Kings Enhanced Edition";"2012-04-16";"CD PROJEKT RED";"CD PROJEKT RED;1C-SoftClub";"[4]";14.99
453;"";21000;"LEGO® Batman™: The Videogame";"2008-09-29";"Traveller's Tales";"Warner Bros. Interactive Entertainment";"[1, 9]";14.99
454;"";21010;"Watchmen: The End is Nigh";"2009-03-04";"Deadline Games";"Warner Bros. Interactive Entertainment";"[1]";3.99
455;"";21030;"Watchmen: The End is Nigh Part 2";"2009-07-29";"Deadline Games  ";"Warner Bros. Interactive Entertainment";"[1]";3.99
456;"";21090;"F.E.A.R.";"2010-05-21";"Monolith Productions, Inc.;Timegate";"Warner Bros. Interactive Entertainment";"[1]";35.96
457;"";21100;"F.E.A.R. 3";"2011-06-21";"Day 1 Studios";"Warner Bros. Interactive Entertainment";"[1]";12.99
458;"";21130;"LEGO® Harry Potter: Years 1-4";"2010-06-25";"TT Games";"Warner Bros. Interactive Entertainment";"[1, 9]";9.99
459;"";21300;"Gravitron 2";"2008-09-30";"Dark Castle Software";"Dark Castle Software";"[2, 6]";2.99
